29216,0.73
29312,0.71
29408,0.70
29503,0.71
29599,0.74
29694,0.76
29791,0.77
29886,0.76
29981,0.74
30077,0.73
30173,0.73
30269,0.73
30364,0.70
30460,0.67
30556,0.66
30652,0.66
30747,0.66
30843,0.66
30939,0.65
31035,0.64
31130,0.63
31225,0.61
31322,0.56
31417,0.54
31513,0.53
31608,0.52
31705,0.54
31800,0.55
31896,0.56
31991,0.54
32088,0.54
32183,0.56
32279,0.58
32374,0.59
32470,0.62
32566,0.63
32661,0.66
32757,0.69
32852,0.71
32949,0.73
33044,0.75
33140,0.75
33235,0.77
33332,0.79
33427,0.79
33522,0.77
33618,0.77
33714,0.77
33810,0.77
33905,0.76
34001,0.74
34097,0.73
34193,0.70
34288,0.70
34384,0.68
34480,0.65
34576,0.64
34671,0.66
34766,0.65
34863,0.63
34958,0.61
35054,0.58
35149,0.55
35246,0.54
35341,0.55
35437,1.03
35532,2.75
35629,3.71
35724,4.92
35820,6.26
35915,7.59
36011,8.75
36107,9.46
36202,9.88
36298,10.17
36393,10.38
36490,10.56
36585,10.70
36681,10.78
36776,10.82
36873,10.85
36968,10.85
37063,10.40
37159,8.70
37255,7.37
37351,6.42
37446,5.20
37542,3.84
37638,2.61
37734,1.83
37829,1.36
37925,0.98
38021,0.66
38117,0.36
38212,0.11
38307,-0.12
38404,-0.32
38499,-0.50
38595,-0.68
38690,-0.85
38787,-1.03
38882,-1.20
38978,-1.38
39073,-1.58
39170,-1.78
39265,-2.08
39360,-2.90
39456,-4.12
39552,-5.38
39648,-6.65
39743,-7.94
39839,-9.21
39934,-10.48
40031,-11.74
40126,-13.00
40222,-14.26
40317,-15.52
40414,-16.79
40509,-18.04
40604,-19.25
40700,-20.42
40796,-21.48
40892,-22.03
40987,-22.18
41083,-22.28
41179,-22.35
41275,-22.40
41370,-22.44
41466,-22.51
41562,-22.54
41658,-22.55
41753,-22.58
41848,-22.65
41945,-22.69
42040,-22.74
42136,-22.78
42231,-22.81
42328,-22.82
42423,-22.85
42519,-22.89
42614,-22.93
42711,-22.93
42806,-22.93
42902,-22.90
42997,-22.78
43092,-22.78
43189,-22.84
43284,-22.94
43380,-23.04
43475,-23.13
43572,-23.20
43667,-23.30
43763,-23.38
43858,-23.46
43955,-23.54
44050,-23.63
44146,-23.70
44241,-23.80
44338,-23.89
44433,-23.99
44528,-24.12
44624,-24.32
44720,-24.32
44816,-24.33
44911,-24.31
45007,-24.31
45103,-24.33
45199,-24.33
45294,-24.31
45390,-24.28
45486,-24.26
45582,-24.26
45677,-24.26
45772,-24.27
45869,-24.29
45964,-24.25
46060,-24.22
46155,-24.20
46252,-24.20
46347,-24.21
46443,-24.22
46538,-24.24
46635,-24.24
46730,-24.23
46826,-24.20
46921,-24.19
47017,-24.21
47113,-24.23
47208,-24.25
47304,-24.26
47399,-24.25
47496,-24.24
47591,-24.24
47687,-24.25
47782,-24.28
47879,-24.29
47974,-24.27
48070,-24.26
48165,-24.26
48262,-24.26
48357,-24.26
48452,-24.30
48548,-24.33
48644,-24.38
48740,-24.39
48835,-24.38
48931,-24.36
49027,-24.33
49123,-24.32
49218,-24.29
49314,-24.29
49410,-24.29
49506,-24.26
49601,-24.24
49696,-24.24
49793,-24.24
49888,-24.24
49984,-24.22
50079,-24.21
50176,-24.19
50271,-24.15
50367,-24.13
50462,-24.13
50558,-24.13
50654,-24.15
50750,-24.17
50845,-24.19
50941,-24.22
51037,-24.22
51132,-24.22
51228,-24.24
51323,-24.26
51420,-24.28
51515,-24.29
51611,-24.29
51706,-24.30
51803,-24.32
51898,-24.32
51994,-24.35
52089,-24.34
52186,-24.33
52281,-24.34
