28662,0.95
28759,0.93
28854,0.93
28950,0.93
29045,0.94
29142,0.92
29237,0.90
29333,0.88
29428,0.88
29524,0.88
29620,0.89
29716,0.90
29811,0.93
29907,0.93
30003,0.96
30099,1.00
30194,1.02
30290,1.03
30386,1.03
30482,1.05
30577,1.05
30673,1.05
30769,1.07
30865,1.08
30960,1.08
31056,1.10
31152,1.12
31248,1.15
31343,1.14
31439,1.11
31535,1.07
31631,1.07
31726,1.05
31822,1.05
31918,1.05
32014,1.04
32109,1.03
32205,1.02
32301,1.05
32397,1.07
32492,1.05
32588,1.05
32684,1.07
32780,1.07
32875,1.06
32971,1.04
33067,1.05
33163,1.06
33258,1.08
33354,1.08
33449,1.10
33546,1.10
33641,1.09
33737,1.10
33832,1.11
33929,1.11
34024,1.09
34120,1.07
34215,1.07
34312,1.07
34407,1.06
34503,1.06
34598,1.05
34695,1.07
34790,1.08
34886,1.10
34981,1.11
35078,1.12
35173,1.12
35269,1.12
35364,1.12
35461,1.12
35556,1.12
35652,1.12
35747,1.12
35844,1.14
35939,1.23
36035,1.90
36130,5.73
36227,24.72
36322,69.01
36418,98.90
36513,119.38
36610,126.81
36705,127.67
36801,127.66
36896,127.64
36993,127.57
37088,127.45
37184,127.36
37280,127.28
37376,127.20
37472,127.10
37567,126.93
37663,126.23
37758,122.34
37855,103.27
37950,58.92
38046,28.97
38141,8.40
38238,0.89
38333,-0.06
38429,-0.17
38524,-0.20
38621,-0.17
38716,-0.15
38812,-0.14
38907,-0.13
39004,-0.13
39099,-0.15
39195,-0.14
39290,-0.15
39387,-0.17
39482,-0.18
39578,-0.22
39673,-0.27
39770,-0.33
39865,-0.37
39961,-0.40
40056,-0.44
40153,-0.44
40248,-0.48
40344,-0.54
40439,-0.60
40536,-0.58
40631,0.65
40727,0.58
40822,-0.10
40919,-1.09
41014,-2.08
41110,-3.08
41205,-4.09
41302,-5.06
41397,-6.03
41493,-6.99
41588,-7.97
41684,-8.91
41780,-9.88
41876,-10.87
41971,-11.81
42067,-12.75
42163,-13.68
42259,-15.90
42354,-16.19
42450,-16.20
42546,-16.21
42642,-16.22
42737,-16.22
42833,-16.22
42929,-16.22
43025,-16.22
43120,-16.24
43216,-16.26
43312,-16.25
43408,-16.25
43503,-16.25
43599,-16.24
43695,-16.24
43791,-16.24
43886,-16.23
43982,-16.23
44078,-16.22
44174,-16.22
44269,-16.22
44365,-16.21
44461,-16.22
44557,-16.19
44652,-16.17
44748,-16.17
44844,-16.15
44940,-16.15
45035,-16.17
45131,-16.19
45227,-16.20
45323,-16.22
45418,-16.24
45514,-16.24
45609,-16.26
45706,-16.26
45801,-16.26
45897,-16.26
45992,-16.24
46089,-16.24
46184,-16.24
46280,-16.24
46375,-16.22
46472,-16.24
46567,-16.24
46663,-16.22
46758,-16.21
46855,-16.18
46950,-16.15
47046,-16.13
47141,-16.10
47238,-16.10
47333,-16.09
47429,-16.10
47524,-16.11
47621,-16.14
47716,-16.16
47812,-16.17
47908,-16.17
48004,-16.18
48100,-16.20
48195,-16.18
48291,-16.16
48387,-16.16
48483,-16.17
48578,-16.19
48674,-16.21
48770,-16.23
48866,-16.22
48961,-16.20
