34353,-0.16
34449,-0.16
34544,-0.15
34640,-0.13
34736,-0.13
34832,-0.14
34927,-0.15
35023,-0.15
35119,-0.14
35215,-0.15
35310,-0.15
35406,-0.14
35502,-0.14
35597,-0.13
35693,-0.12
35788,-0.13
35885,-0.12
35980,-0.13
36076,-0.15
36171,-0.15
36268,-0.13
36363,-0.17
36459,-0.18
36554,-0.16
36651,-0.13
36746,-0.13
36842,-0.15
36937,-0.16
37033,-0.16
37129,-0.16
37225,-0.16
37320,-0.14
37416,-0.14
37512,-0.15
37608,-0.17
37703,-0.16
37799,-0.14
37895,-0.16
37991,-0.17
38086,-0.15
38182,0.02
38278,2.27
38373,22.40
38469,73.94
38564,114.06
38661,149.91
38756,184.23
38852,217.38
38947,244.70
39044,254.38
39139,255.24
39235,255.24
39330,255.19
39427,254.96
39522,254.51
39618,254.03
39713,253.52
39810,252.85
39905,250.06
40001,229.37
40096,177.31
40193,136.66
40288,100.27
40384,65.41
40479,31.72
40576,3.88
40671,-6.34
40767,-7.73
40862,-8.22
40958,-8.54
41054,-8.65
41149,-8.71
41245,-8.75
41340,-8.75
41437,-8.53
41532,-8.38
41628,-8.39
41723,-8.53
41820,-8.69
41915,-8.84
42011,-8.99
42106,-9.15
42203,-9.31
42298,-9.51
42394,-9.71
42489,-9.90
42586,-10.06
42681,-10.22
42777,-10.40
42872,-10.56
42969,-10.73
43064,-11.15
43160,-11.47
43255,-11.50
43352,-11.52
43447,-11.52
43543,-11.53
43638,-11.54
43734,-11.58
43830,-11.61
43925,-11.60
44021,-11.59
44116,-11.57
44213,-11.54
44308,-11.52
44404,-11.51
44499,-11.50
44596,-11.50
44691,-11.49
44787,-11.47
44882,-11.46
44979,-11.47
45074,-11.50
45170,-11.52
45265,-11.54
45362,-11.54
45457,-11.52
45553,-11.49
45648,-11.48
45745,-11.45
45840,-11.43
45936,-11.42
46031,-11.42
46128,-11.43
46223,-11.45
46319,-11.47
46414,-11.48
46510,-11.51
46606,-11.50
46701,-11.47
46797,-11.43
46893,-11.40
46989,-11.38
47084,-11.37
47180,-11.35
47276,-11.36
47372,-11.37
47467,-11.40
47563,-11.42
47659,-11.44
47755,-11.46
47850,-11.44
47946,-11.40
48041,-11.40
48138,-11.41
48233,-11.42
48329,-11.42
48424,-11.42
48521,-11.43
48616,-11.45
48712,-11.46
48807,-11.46
48904,-11.47
48999,-11.45
49094,-11.44
49190,-11.42
49286,-11.42
49382,-11.40
49477,-11.39
49573,-11.38
49669,-11.38
49765,-11.37
49860,-11.33
49956,-11.31
50052,-11.27
50148,-11.26
50243,-11.28
50339,-11.28
50435,-11.26
50531,-11.24
50626,-11.25
50722,-11.26
50818,-11.26
50914,-11.26
51009,-11.27
51105,-11.26
51201,-11.26
51297,-11.28
51392,-11.28
51487,-11.28
51584,-11.31
51679,-11.33
51775,-11.32
51870,-11.32
51966,-11.31
52062,-11.28
52158,-11.29
52253,-11.31
52349,-11.31
52445,-11.32
52541,-11.33
52636,-11.32
52732,-11.31
52828,-11.32
52924,-11.33
53019,-11.33
53115,-11.31
53211,-11.31
53307,-11.28
53402,-11.28
53498,-11.29
53594,-11.31
53690,-11.33
53785,-11.33
53881,-11.34
53977,-11.36
54072,-11.35
54168,-11.34
54263,-11.32
54360,-11.33
54455,-11.34
54551,-11.36
54646,-11.36
54743,-11.37
54838,-11.38
54934,-11.39
55029,-11.41
55126,-11.42
55221,-11.45
55317,-11.44
55412,-11.42
55508,-11.45
55604,-11.46
